Country Name,Country Code,Series Name,2023 [YR2023]
El Salvador,SLV,"Revenue, excluding grants (% of GDP)",..
El Salvador,SLV,Social contributions (% of revenue),..
El Salvador,SLV,Interest payments (% of revenue),..
Equatorial Guinea,GNQ,Exports of goods and services (current US$),5792863806
Equatorial Guinea,GNQ,Exports of goods and services (% of GDP),47.80804521
Equatorial Guinea,GNQ,GDP (current US$),12116922539
Equatorial Guinea,GNQ,GDP per capita (current US$),7066.616593
Equatorial Guinea,GNQ,Gross domestic savings (% of GDP),19.28374438
Equatorial Guinea,GNQ,Gross savings (% of GDP),..
Equatorial Guinea,GNQ,Imports of goods and services (% of GDP),39.32066518
Equatorial Guinea,GNQ,"Inflation, GDP deflator (annual %)",-7.360382256
Equatorial Guinea,GNQ,Tax revenue (% of GDP),..
Equatorial Guinea,GNQ,"Unemployment, total (% of total labor force) (national estimate)",..
Equatorial Guinea,GNQ,"Life expectancy at birth, total (years)",..
Equatorial Guinea,GNQ,"Interest rate spread (lending rate minus deposit rate, %)",..
Equatorial Guinea,GNQ,Taxes on exports (% of tax revenue),..
Equatorial Guinea,GNQ,"Taxes on income, profits and capital gains (% of revenue)",..
Equatorial Guinea,GNQ,"Revenue, excluding grants (% of GDP)",..
Equatorial Guinea,GNQ,Social contributions (% of revenue),..
Equatorial Guinea,GNQ,Interest payments (% of revenue),..
Eritrea,ERI,Exports of goods and services (current US$),..
Eritrea,ERI,Exports of goods and services (% of GDP),..
Eritrea,ERI,GDP (current US$),..
Eritrea,ERI,GDP per capita (current US$),..
Eritrea,ERI,Gross domestic savings (% of GDP),..
Eritrea,ERI,Gross savings (% of GDP),..
Eritrea,ERI,Imports of goods and services (% of GDP),..
Eritrea,ERI,"Inflation, GDP deflator (annual %)",..
Eritrea,ERI,Tax revenue (% of GDP),..
Eritrea,ERI,"Unemployment, total (% of total labor force) (national estimate)",..
Eritrea,ERI,"Life expectancy at birth, total (years)",..
Eritrea,ERI,"Interest rate spread (lending rate minus deposit rate, %)",..
Eritrea,ERI,Taxes on exports (% of tax revenue),..
Eritrea,ERI,"Taxes on income, profits and capital gains (% of revenue)",..
Eritrea,ERI,"Revenue, excluding grants (% of GDP)",..
Eritrea,ERI,Social contributions (% of revenue),..
Eritrea,ERI,Interest payments (% of revenue),..
Estonia,EST,Exports of goods and services (current US$),31935540310
Estonia,EST,Exports of goods and services (% of GDP),78.37933194
Estonia,EST,GDP (current US$),40744848828
Estonia,EST,GDP per capita (current US$),29823.74961
Estonia,EST,Gross domestic savings (% of GDP),26.11008446
Estonia,EST,Gross savings (% of GDP),23.28583524
Estonia,EST,Imports of goods and services (% of GDP),77.77727976
Estonia,EST,"Inflation, GDP deflator (annual %)",7.88362866
Estonia,EST,Tax revenue (% of GDP),..
Estonia,EST,"Unemployment, total (% of total labor force) (national estimate)",6.378
Estonia,EST,"Life expectancy at birth, total (years)",..
Estonia,EST,"Interest rate spread (lending rate minus deposit rate, %)",..
Estonia,EST,Taxes on exports (% of tax revenue),..
Estonia,EST,"Taxes on income, profits and capital gains (% of revenue)",..
Estonia,EST,"Revenue, excluding grants (% of GDP)",..
Estonia,EST,Social contributions (% of revenue),..
Estonia,EST,Interest payments (% of revenue),..
Eswatini,SWZ,Exports of goods and services (current US$),..
Eswatini,SWZ,Exports of goods and services (% of GDP),..
Eswatini,SWZ,GDP (current US$),4597855845
Eswatini,SWZ,GDP per capita (current US$),3797.301209
Eswatini,SWZ,Gross domestic savings (% of GDP),..
Eswatini,SWZ,Gross savings (% of GDP),..
Eswatini,SWZ,Imports of goods and services (% of GDP),..
Eswatini,SWZ,"Inflation, GDP deflator (annual %)",3.237286017
Eswatini,SWZ,Tax revenue (% of GDP),..
Eswatini,SWZ,"Unemployment, total (% of total labor force) (national estimate)",..
Eswatini,SWZ,"Life expectancy at birth, total (years)",..
Eswatini,SWZ,"Interest rate spread (lending rate minus deposit rate, %)",6.391666667
Eswatini,SWZ,Taxes on exports (% of tax revenue),..
Eswatini,SWZ,"Taxes on income, profits and capital gains (% of revenue)",..
Eswatini,SWZ,"Revenue, excluding grants (% of GDP)",..
Eswatini,SWZ,Social contributions (% of revenue),..
Eswatini,SWZ,Interest payments (% of revenue),..
Ethiopia,ETH,Exports of goods and services (current US$),10792608750
Ethiopia,ETH,Exports of goods and services (% of GDP),6.593002678
Ethiopia,ETH,GDP (current US$),1.63698E+11
Ethiopia,ETH,GDP per capita (current US$),1293.778008
Ethiopia,ETH,Gross domestic savings (% of GDP),14.77204199
Ethiopia,ETH,Gross savings (% of GDP),19.17640605
Ethiopia,ETH,Imports of goods and services (% of GDP),13.99240889
Ethiopia,ETH,"Inflation, GDP deflator (annual %)",33.02069288
Ethiopia,ETH,Tax revenue (% of GDP),..
Ethiopia,ETH,"Unemployment, total (% of total labor force) (national estimate)",..
Ethiopia,ETH,"Life expectancy at birth, total (years)",..
Ethiopia,ETH,"Interest rate spread (lending rate minus deposit rate, %)",..
Ethiopia,ETH,Taxes on exports (% of tax revenue),..
Ethiopia,ETH,"Taxes on income, profits and capital gains (% of revenue)",..
Ethiopia,ETH,"Revenue, excluding grants (% of GDP)",..
Ethiopia,ETH,Social contributions (% of revenue),..
Ethiopia,ETH,Interest payments (% of revenue),..
Faroe Islands,FRO,Exports of goods and services (current US$),..
Faroe Islands,FRO,Exports of goods and services (% of GDP),..
Faroe Islands,FRO,GDP (current US$),..
Faroe Islands,FRO,GDP per capita (current US$),..
Faroe Islands,FRO,Gross domestic savings (% of GDP),..
Faroe Islands,FRO,Gross savings (% of GDP),..
Faroe Islands,FRO,Imports of goods and services (% of GDP),..
Faroe Islands,FRO,"Inflation, GDP deflator (annual %)",..
Faroe Islands,FRO,Tax revenue (% of GDP),..
Faroe Islands,FRO,"Unemployment, total (% of total labor force) (national estimate)",..
Faroe Islands,FRO,"Life expectancy at birth, total (years)",..
Faroe Islands,FRO,"Interest rate spread (lending rate minus deposit rate, %)",..
Faroe Islands,FRO,Taxes on exports (% of tax revenue),..
Faroe Islands,FRO,"Taxes on income, profits and capital gains (% of revenue)",..
Faroe Islands,FRO,"Revenue, excluding grants (% of GDP)",..
Faroe Islands,FRO,Social contributions (% of revenue),..
Faroe Islands,FRO,Interest payments (% of revenue),..
Fiji,FJI,Exports of goods and services (current US$),3031004413
Fiji,FJI,Exports of goods and services (% of GDP),55.16134835
Fiji,FJI,GDP (current US$),5494797541
Fiji,FJI,GDP per capita (current US$),5868.159168
Fiji,FJI,Gross domestic savings (% of GDP),11.95261438
Fiji,FJI,Gross savings (% of GDP),..
Fiji,FJI,Imports of goods and services (% of GDP),65.77260187
Fiji,FJI,"Inflation, GDP deflator (annual %)",4.400000615
Fiji,FJI,Tax revenue (% of GDP),..
Fiji,FJI,"Unemployment, total (% of total labor force) (national estimate)",..
Fiji,FJI,"Life expectancy at birth, total (years)",..
Fiji,FJI,"Interest rate spread (lending rate minus deposit rate, %)",3.766967942
Fiji,FJI,Taxes on exports (% of tax revenue),..
Fiji,FJI,"Taxes on income, profits and capital gains (% of revenue)",..
Fiji,FJI,"Revenue, excluding grants (% of GDP)",..
Fiji,FJI,Social contributions (% of revenue),..
Fiji,FJI,Interest payments (% of revenue),..
Finland,FIN,Exports of goods and services (current US$),1.22971E+11
Finland,FIN,Exports of goods and services (% of GDP),40.96461054
Finland,FIN,GDP (current US$),3.00187E+11
Finland,FIN,GDP per capita (current US$),53755.91174
Finland,FIN,Gross domestic savings (% of GDP),22.35461504
Finland,FIN,Gross savings (% of GDP),21.38764152
Finland,FIN,Imports of goods and services (% of GDP),41.38316074
Finland,FIN,"Inflation, GDP deflator (annual %)",4.797593687
Finland,FIN,Tax revenue (% of GDP),..
Finland,FIN,"Unemployment, total (% of total labor force) (national estimate)",7.151
Finland,FIN,"Life expectancy at birth, total (years)",..
Finland,FIN,"Interest rate spread (lending rate minus deposit rate, %)",..
Finland,FIN,Taxes on exports (% of tax revenue),..
Finland,FIN,"Taxes on income, profits and capital gains (% of revenue)",..
Finland,FIN,"Revenue, excluding grants (% of GDP)",..
Finland,FIN,Social contributions (% of revenue),..
Finland,FIN,Interest payments (% of revenue),..
France,FRA,Exports of goods and services (current US$),9.90482E+11
France,FRA,Exports of goods and services (% of GDP),32.67942635
France,FRA,GDP (current US$),3.0309E+12
France,FRA,GDP per capita (current US$),44460.81785
France,FRA,Gross domestic savings (% of GDP),22.9916521
France,FRA,Gross savings (% of GDP),23.01126419
France,FRA,Imports of goods and services (% of GDP),34.89768471
France,FRA,"Inflation, GDP deflator (annual %)",5.472333304
France,FRA,Tax revenue (% of GDP),..
France,FRA,"Unemployment, total (% of total labor force) (national estimate)",7.335
France,FRA,"Life expectancy at birth, total (years)",..
France,FRA,"Interest rate spread (lending rate minus deposit rate, %)",..
France,FRA,Taxes on exports (% of tax revenue),..
France,FRA,"Taxes on income, profits and capital gains (% of revenue)",..
France,FRA,"Revenue, excluding grants (% of GDP)",..
France,FRA,Social contributions (% of revenue),..
France,FRA,Interest payments (% of revenue),..
French Polynesia,PYF,Exports of goods and services (current US$),..
French Polynesia,PYF,Exports of goods and services (% of GDP),..
French Polynesia,PYF,GDP (current US$),..
French Polynesia,PYF,GDP per capita (current US$),..
French Polynesia,PYF,Gross domestic savings (% of GDP),..
French Polynesia,PYF,Gross savings (% of GDP),..
French Polynesia,PYF,Imports of goods and services (% of GDP),..
French Polynesia,PYF,"Inflation, GDP deflator (annual %)",..
French Polynesia,PYF,Tax revenue (% of GDP),..
French Polynesia,PYF,"Unemployment, total (% of total labor force) (national estimate)",..
French Polynesia,PYF,"Life expectancy at birth, total (years)",..
French Polynesia,PYF,"Interest rate spread (lending rate minus deposit rate, %)",..
French Polynesia,PYF,Taxes on exports (% of tax revenue),..
French Polynesia,PYF,"Taxes on income, profits and capital gains (% of revenue)",..
French Polynesia,PYF,"Revenue, excluding grants (% of GDP)",..
French Polynesia,PYF,Social contributions (% of revenue),..
French Polynesia,PYF,Interest payments (% of revenue),..
Gabon,GAB,Exports of goods and services (current US$),11631889368
Gabon,GAB,Exports of goods and services (% of GDP),56.6963013
Gabon,GAB,GDP (current US$),20516134389
Gabon,GAB,GDP per capita (current US$),8420.102057
Gabon,GAB,Gross domestic savings (% of GDP),56.09505717
Gabon,GAB,Gross savings (% of GDP),..
Gabon,GAB,Imports of goods and services (% of GDP),17.44306575
Gabon,GAB,"Inflation, GDP deflator (annual %)",-7.41533222
Gabon,GAB,Tax revenue (% of GDP),..
Gabon,GAB,"Unemployment, total (% of total labor force) (national estimate)",..
Gabon,GAB,"Life expectancy at birth, total (years)",..
Gabon,GAB,"Interest rate spread (lending rate minus deposit rate, %)",..
Gabon,GAB,Taxes on exports (% of tax revenue),..
Gabon,GAB,"Taxes on income, profits and capital gains (% of revenue)",..
Gabon,GAB,"Revenue, excluding grants (% of GDP)",..
Gabon,GAB,Social contributions (% of revenue),..
Gabon,GAB,Interest payments (% of revenue),..
"Gambia, The",GMB,Exports of goods and services (current US$),127428495.4
"Gambia, The",GMB,Exports of goods and services (% of GDP),5.445885253
"Gambia, The",GMB,GDP (current US$),2339904157
"Gambia, The",GMB,GDP per capita (current US$),843.7657426
"Gambia, The",GMB,Gross domestic savings (% of GDP),9.555689372
"Gambia, The",GMB,Gross savings (% of GDP),..
"Gambia, The",GMB,Imports of goods and services (% of GDP),35.14112867
"Gambia, The",GMB,"Inflation, GDP deflator (annual %)",12.92242571
"Gambia, The",GMB,Tax revenue (% of GDP),..
"Gambia, The",GMB,"Unemployment, total (% of total labor force) (national estimate)",6.479
"Gambia, The",GMB,"Life expectancy at birth, total (years)",..
"Gambia, The",GMB,"Interest rate spread (lending rate minus deposit rate, %)",..
"Gambia, The",GMB,Taxes on exports (% of tax revenue),..
"Gambia, The",GMB,"Taxes on income, profits and capital gains (% of revenue)",..
"Gambia, The",GMB,"Revenue, excluding grants (% of GDP)",..
"Gambia, The",GMB,Social contributions (% of revenue),..
"Gambia, The",GMB,Interest payments (% of revenue),..
Georgia,GEO,Exports of goods and services (current US$),15080402214
Georgia,GEO,Exports of goods and services (% of GDP),49.38640979
Georgia,GEO,GDP (current US$),30535530479
Georgia,GEO,GDP per capita (current US$),8120.363443
Georgia,GEO,Gross domestic savings (% of GDP),18.40234005
Georgia,GEO,Gross savings (% of GDP),22.64878818
Georgia,GEO,Imports of goods and services (% of GDP),56.92810981
Georgia,GEO,"Inflation, GDP deflator (annual %)",2.477583933
Georgia,GEO,Tax revenue (% of GDP),..
Georgia,GEO,"Unemployment, total (% of total labor force) (national estimate)",..
Georgia,GEO,"Life expectancy at birth, total (years)",..
Georgia,GEO,"Interest rate spread (lending rate minus deposit rate, %)",1.922925
Georgia,GEO,Taxes on exports (% of tax revenue),..
Georgia,GEO,"Taxes on income, profits and capital gains (% of revenue)",..
Georgia,GEO,"Revenue, excluding grants (% of GDP)",..
Georgia,GEO,Social contributions (% of revenue),..
Georgia,GEO,Interest payments (% of revenue),..
Germany,DEU,Exports of goods and services (current US$),2.10038E+12
Germany,DEU,Exports of goods and services (% of GDP),47.13524833
Germany,DEU,GDP (current US$),4.45608E+12
Germany,DEU,GDP per capita (current US$),52745.75571
Germany,DEU,Gross domestic savings (% of GDP),27.73291986
Germany,DEU,Gross savings (% of GDP),30.17088367
Germany,DEU,Imports of goods and services (% of GDP),42.97328907
Germany,DEU,"Inflation, GDP deflator (annual %)",6.628008069
Germany,DEU,Tax revenue (% of GDP),..
Germany,DEU,"Unemployment, total (% of total labor force) (national estimate)",3.068
Germany,DEU,"Life expectancy at birth, total (years)",..
Germany,DEU,"Interest rate spread (lending rate minus deposit rate, %)",..
Germany,DEU,Taxes on exports (% of tax revenue),..
Germany,DEU,"Taxes on income, profits and capital gains (% of revenue)",..
Germany,DEU,"Revenue, excluding grants (% of GDP)",..
Germany,DEU,Social contributions (% of revenue),..
Germany,DEU,Interest payments (% of revenue),..
Ghana,GHA,Exports of goods and services (current US$),25994007258
Ghana,GHA,Exports of goods and services (% of GDP),34.03675922
Ghana,GHA,GDP (current US$),76370394412
Ghana,GHA,GDP per capita (current US$),2238.158021
Ghana,GHA,Gross domestic savings (% of GDP),9.884526263
Ghana,GHA,Gross savings (% of GDP),14.07304593
Ghana,GHA,Imports of goods and services (% of GDP),34.99983026
Ghana,GHA,"Inflation, GDP deflator (annual %)",33.07982505
Ghana,GHA,Tax revenue (% of GDP),..
Ghana,GHA,"Unemployment, total (% of total labor force) (national estimate)",..
Ghana,GHA,"Life expectancy at birth, total (years)",..
Ghana,GHA,"Interest rate spread (lending rate minus deposit rate, %)",..
Ghana,GHA,Taxes on exports (% of tax revenue),..
Ghana,GHA,"Taxes on income, profits and capital gains (% of revenue)",..
Ghana,GHA,"Revenue, excluding grants (% of GDP)",..
Ghana,GHA,Social contributions (% of revenue),..
Ghana,GHA,Interest payments (% of revenue),..
Gibraltar,GIB,Exports of goods and services (current US$),..
Gibraltar,GIB,Exports of goods and services (% of GDP),..
Gibraltar,GIB,GDP (current US$),..
Gibraltar,GIB,GDP per capita (current US$),..
Gibraltar,GIB,Gross domestic savings (% of GDP),..
Gibraltar,GIB,Gross savings (% of GDP),..
Gibraltar,GIB,Imports of goods and services (% of GDP),..
Gibraltar,GIB,"Inflation, GDP deflator (annual %)",..
Gibraltar,GIB,Tax revenue (% of GDP),..
Gibraltar,GIB,"Unemployment, total (% of total labor force) (national estimate)",..
Gibraltar,GIB,"Life expectancy at birth, total (years)",..
Gibraltar,GIB,"Interest rate spread (lending rate minus deposit rate, %)",..
Gibraltar,GIB,Taxes on exports (% of tax revenue),..
Gibraltar,GIB,"Taxes on income, profits and capital gains (% of revenue)",..
Gibraltar,GIB,"Revenue, excluding grants (% of GDP)",..
Gibraltar,GIB,Social contributions (% of revenue),..
Gibraltar,GIB,Interest payments (% of revenue),..
Greece,GRC,Exports of goods and services (current US$),1.0688E+11
Greece,GRC,Exports of goods and services (% of GDP),44.86849659
Greece,GRC,GDP (current US$),2.38206E+11
Greece,GRC,GDP per capita (current US$),22990.01357
Greece,GRC,Gross domestic savings (% of GDP),11.89876084
Greece,GRC,Gross savings (% of GDP),11.75361655
Greece,GRC,Imports of goods and services (% of GDP),49.79591732
Greece,GRC,"Inflation, GDP deflator (annual %)",4.51948376
Greece,GRC,Tax revenue (% of GDP),..
Greece,GRC,"Unemployment, total (% of total labor force) (national estimate)",11.023
Greece,GRC,"Life expectancy at birth, total (years)",..
Greece,GRC,"Interest rate spread (lending rate minus deposit rate, %)",..
Greece,GRC,Taxes on exports (% of tax revenue),..
Greece,GRC,"Taxes on income, profits and capital gains (% of revenue)",..
Greece,GRC,"Revenue, excluding grants (% of GDP)",..
Greece,GRC,Social contributions (% of revenue),..
Greece,GRC,Interest payments (% of revenue),..
Greenland,GRL,Exports of goods and services (current US$),..
Greenland,GRL,Exports of goods and services (% of GDP),..
Greenland,GRL,GDP (current US$),..
Greenland,GRL,GDP per capita (current US$),..
Greenland,GRL,Gross domestic savings (% of GDP),..
Greenland,GRL,Gross savings (% of GDP),..
Greenland,GRL,Imports of goods and services (% of GDP),..
Greenland,GRL,"Inflation, GDP deflator (annual %)",..
Greenland,GRL,Tax revenue (% of GDP),..
Greenland,GRL,"Unemployment, total (% of total labor force) (national estimate)",..
Greenland,GRL,"Life expectancy at birth, total (years)",..
Greenland,GRL,"Interest rate spread (lending rate minus deposit rate, %)",..
Greenland,GRL,Taxes on exports (% of tax revenue),..
Greenland,GRL,"Taxes on income, profits and capital gains (% of revenue)",..
Greenland,GRL,"Revenue, excluding grants (% of GDP)",..
Greenland,GRL,Social contributions (% of revenue),..
Greenland,GRL,Interest payments (% of revenue),..
Grenada,GRD,Exports of goods and services (current US$),..
Grenada,GRD,Exports of goods and services (% of GDP),..
Grenada,GRD,GDP (current US$),1320334236
Grenada,GRD,GDP per capita (current US$),10463.64594
Grenada,GRD,Gross domestic savings (% of GDP),..
Grenada,GRD,Gross savings (% of GDP),..
Grenada,GRD,Imports of goods and services (% of GDP),..
Grenada,GRD,"Inflation, GDP deflator (annual %)",2.872132864
Grenada,GRD,Tax revenue (% of GDP),..
Grenada,GRD,"Unemployment, total (% of total labor force) (national estimate)",..
Grenada,GRD,"Life expectancy at birth, total (years)",..
Grenada,GRD,"Interest rate spread (lending rate minus deposit rate, %)",6.0310825
Grenada,GRD,Taxes on exports (% of tax revenue),..
Grenada,GRD,"Taxes on income, profits and capital gains (% of revenue)",..
Grenada,GRD,"Revenue, excluding grants (% of GDP)",..
Grenada,GRD,Social contributions (% of revenue),..
Grenada,GRD,Interest payments (% of revenue),..
Guam,GUM,Exports of goods and services (current US$),..
Guam,GUM,Exports of goods and services (% of GDP),..
Guam,GUM,GDP (current US$),..
Guam,GUM,GDP per capita (current US$),..
Guam,GUM,Gross domestic savings (% of GDP),..
Guam,GUM,Gross savings (% of GDP),..
Guam,GUM,Imports of goods and services (% of GDP),..
Guam,GUM,"Inflation, GDP deflator (annual %)",..
Guam,GUM,Tax revenue (% of GDP),..
Guam,GUM,"Unemployment, total (% of total labor force) (national estimate)",..
Guam,GUM,"Life expectancy at birth, total (years)",..
Guam,GUM,"Interest rate spread (lending rate minus deposit rate, %)",..
Guam,GUM,Taxes on exports (% of tax revenue),..
Guam,GUM,"Taxes on income, profits and capital gains (% of revenue)",..
Guam,GUM,"Revenue, excluding grants (% of GDP)",..
Guam,GUM,Social contributions (% of revenue),..
Guam,GUM,Interest payments (% of revenue),..
Guatemala,GTM,Exports of goods and services (current US$),17542859180
Guatemala,GTM,Exports of goods and services (% of GDP),17.19037503
Guatemala,GTM,GDP (current US$),1.0205E+11
Guatemala,GTM,GDP per capita (current US$),5797.521596
Guatemala,GTM,Gross domestic savings (% of GDP),0.623754623
Guatemala,GTM,Gross savings (% of GDP),19.25559152
Guatemala,GTM,Imports of goods and services (% of GDP),32.93826566
Guatemala,GTM,"Inflation, GDP deflator (annual %)",4.922914241
Guatemala,GTM,Tax revenue (% of GDP),..
Guatemala,GTM,"Unemployment, total (% of total labor force) (national estimate)",2.344
Guatemala,GTM,"Life expectancy at birth, total (years)",..
Guatemala,GTM,"Interest rate spread (lending rate minus deposit rate, %)",7.754166667
Guatemala,GTM,Taxes on exports (% of tax revenue),..
Guatemala,GTM,"Taxes on income, profits and capital gains (% of revenue)",..
Guatemala,GTM,"Revenue, excluding grants (% of GDP)",..
Guatemala,GTM,Social contributions (% of revenue),..
Guatemala,GTM,Interest payments (% of revenue),..
Guinea,GIN,Exports of goods and services (current US$),9247876843
Guinea,GIN,Exports of goods and services (% of GDP),39.16551323
Guinea,GIN,GDP (current US$),23612295818
Guinea,GIN,GDP per capita (current US$),1663.937807
Guinea,GIN,Gross domestic savings (% of GDP),35.75159555
Guinea,GIN,Gross savings (% of GDP),..
Guinea,GIN,Imports of goods and services (% of GDP),29.80813121
Guinea,GIN,"Inflation, GDP deflator (annual %)",7.393203027
Guinea,GIN,Tax revenue (% of GDP),..
Guinea,GIN,"Unemployment, total (% of total labor force) (national estimate)",..
Guinea,GIN,"Life expectancy at birth, total (years)",..
Guinea,GIN,"Interest rate spread (lending rate minus deposit rate, %)",..
Guinea,GIN,Taxes on exports (% of tax revenue),..
Guinea,GIN,"Taxes on income, profits and capital gains (% of revenue)",..
Guinea,GIN,"Revenue, excluding grants (% of GDP)",..
Guinea,GIN,Social contributions (% of revenue),..
Guinea,GIN,Interest payments (% of revenue),..
Guinea-Bissau,GNB,Exports of goods and services (current US$),352379920
Guinea-Bissau,GNB,Exports of goods and services (% of GDP),17.91949336
Guinea-Bissau,GNB,GDP (current US$),1966461400
Guinea-Bissau,GNB,GDP per capita (current US$),914.2751538
Guinea-Bissau,GNB,Gross domestic savings (% of GDP),14.43432071
Guinea-Bissau,GNB,Gross savings (% of GDP),..
Guinea-Bissau,GNB,Imports of goods and services (% of GDP),28.26359243
Guinea-Bissau,GNB,"Inflation, GDP deflator (annual %)",7.010635473
Guinea-Bissau,GNB,Tax revenue (% of GDP),..
Guinea-Bissau,GNB,"Unemployment, total (% of total labor force) (national estimate)",..
Guinea-Bissau,GNB,"Life expectancy at birth, total (years)",..
Guinea-Bissau,GNB,"Interest rate spread (lending rate minus deposit rate, %)",..
Guinea-Bissau,GNB,Taxes on exports (% of tax revenue),..
Guinea-Bissau,GNB,"Taxes on income, profits and capital gains (% of revenue)",..
Guinea-Bissau,GNB,"Revenue, excluding grants (% of GDP)",..
Guinea-Bissau,GNB,Social contributions (% of revenue),..
Guinea-Bissau,GNB,Interest payments (% of revenue),..
Guyana,GUY,Exports of goods and services (current US$),..
Guyana,GUY,Exports of goods and services (% of GDP),..
Guyana,GUY,GDP (current US$),16786302158
Guyana,GUY,GDP per capita (current US$),20626.19915
Guyana,GUY,Gross domestic savings (% of GDP),..
Guyana,GUY,Gross savings (% of GDP),..
Guyana,GUY,Imports of goods and services (% of GDP),..
Guyana,GUY,"Inflation, GDP deflator (annual %)",-14.25910596
Guyana,GUY,Tax revenue (% of GDP),..
Guyana,GUY,"Unemployment, total (% of total labor force) (national estimate)",..
Guyana,GUY,"Life expectancy at birth, total (years)",..
Guyana,GUY,"Interest rate spread (lending rate minus deposit rate, %)",7.6
Guyana,GUY,Taxes on exports (% of tax revenue),..
Guyana,GUY,"Taxes on income, profits and capital gains (% of revenue)",..
Guyana,GUY,"Revenue, excluding grants (% of GDP)",..
Guyana,GUY,Social contributions (% of revenue),..
Guyana,GUY,Interest payments (% of revenue),..
Haiti,HTI,Exports of goods and services (current US$),1046275696
Haiti,HTI,Exports of goods and services (% of GDP),5.270689987
Haiti,HTI,GDP (current US$),19850829758
Haiti,HTI,GDP per capita (current US$),1693.068743
Haiti,HTI,Gross domestic savings (% of GDP),-6.390276965
Haiti,HTI,Gross savings (% of GDP),..
Haiti,HTI,Imports of goods and services (% of GDP),25.51473371
Haiti,HTI,"Inflation, GDP deflator (annual %)",31.51196315
Haiti,HTI,Tax revenue (% of GDP),..
Haiti,HTI,"Unemployment, total (% of total labor force) (national estimate)",..
Haiti,HTI,"Life expectancy at birth, total (years)",..
Haiti,HTI,"Interest rate spread (lending rate minus deposit rate, %)",..
Haiti,HTI,Taxes on exports (% of tax revenue),..
Haiti,HTI,"Taxes on income, profits and capital gains (% of revenue)",..
Haiti,HTI,"Revenue, excluding grants (% of GDP)",..
Haiti,HTI,Social contributions (% of revenue),..
Haiti,HTI,Interest payments (% of revenue),..
Honduras,HND,Exports of goods and services (current US$),12731826450
Honduras,HND,Exports of goods and services (% of GDP),37.01057486
Honduras,HND,GDP (current US$),34400509852
Honduras,HND,GDP per capita (current US$),3247.231055
Honduras,HND,Gross domestic savings (% of GDP),-0.813626982
Honduras,HND,Gross savings (% of GDP),18.98154322
Honduras,HND,Imports of goods and services (% of GDP),60.94290361
Honduras,HND,"Inflation, GDP deflator (annual %)",6.17858774
Honduras,HND,Tax revenue (% of GDP),..
Honduras,HND,"Unemployment, total (% of total labor force) (national estimate)",6.071
Honduras,HND,"Life expectancy at birth, total (years)",..
Honduras,HND,"Interest rate spread (lending rate minus deposit rate, %)",8.463362033
Honduras,HND,Taxes on exports (% of tax revenue),..
Honduras,HND,"Taxes on income, profits and capital gains (% of revenue)",..
Honduras,HND,"Revenue, excluding grants (% of GDP)",..
Honduras,HND,Social contributions (% of revenue),..
Honduras,HND,Interest payments (% of revenue),..
"Hong Kong SAR, China",HKG,Exports of goods and services (current US$),6.7324E+11
"Hong Kong SAR, China",HKG,Exports of goods and services (% of GDP),176.2155471
"Hong Kong SAR, China",HKG,GDP (current US$),3.82055E+11
"Hong Kong SAR, China",HKG,GDP per capita (current US$),50696.59032
"Hong Kong SAR, China",HKG,Gross domestic savings (% of GDP),16.51266595
"Hong Kong SAR, China",HKG,Gross savings (% of GDP),24.9261692
"Hong Kong SAR, China",HKG,Imports of goods and services (% of GDP),175.3751845
"Hong Kong SAR, China",HKG,"Inflation, GDP deflator (annual %)",3.170084968
"Hong Kong SAR, China",HKG,Tax revenue (% of GDP),..
"Hong Kong SAR, China",HKG,"Unemployment, total (% of total labor force) (national estimate)",2.949
"Hong Kong SAR, China",HKG,"Life expectancy at birth, total (years)",..
"Hong Kong SAR, China",HKG,"Interest rate spread (lending rate minus deposit rate, %)",5.280833333
"Hong Kong SAR, China",HKG,Taxes on exports (% of tax revenue),..
"Hong Kong SAR, China",HKG,"Taxes on income, profits and capital gains (% of revenue)",..
"Hong Kong SAR, China",HKG,"Revenue, excluding grants (% of GDP)",..
"Hong Kong SAR, China",HKG,Social contributions (% of revenue),..
"Hong Kong SAR, China",HKG,Interest payments (% of revenue),..
Hungary,HUN,Exports of goods and services (current US$),1.72469E+11
Hungary,HUN,Exports of goods and services (% of GDP),81.20417972
Hungary,HUN,GDP (current US$),2.12389E+11
Hungary,HUN,GDP per capita (current US$),22147.20973
Hungary,HUN,Gross domestic savings (% of GDP),30.4578439
Hungary,HUN,Gross savings (% of GDP),26.31109269
Hungary,HUN,Imports of goods and services (% of GDP),76.09204416
Hungary,HUN,"Inflation, GDP deflator (annual %)",14.74900514
Hungary,HUN,Tax revenue (% of GDP),..
Hungary,HUN,"Unemployment, total (% of total labor force) (national estimate)",4.107
Hungary,HUN,"Life expectancy at birth, total (years)",..
Hungary,HUN,"Interest rate spread (lending rate minus deposit rate, %)",2.184515734
Hungary,HUN,Taxes on exports (% of tax revenue),..
Hungary,HUN,"Taxes on income, profits and capital gains (% of revenue)",..
Hungary,HUN,"Revenue, excluding grants (% of GDP)",..
Hungary,HUN,Social contributions (% of revenue),..
Hungary,HUN,Interest payments (% of revenue),..
Iceland,ISL,Exports of goods and services (current US$),13452788332
Iceland,ISL,Exports of goods and services (% of GDP),43.36806641
Iceland,ISL,GDP (current US$),31020032583
Iceland,ISL,GDP per capita (current US$),78811.05839
