Country Name,Country Code,Series Name,2023 [YR2023]
New Zealand,NZL,"Taxes on income, profits and capital gains (% of revenue)",..
New Zealand,NZL,"Revenue, excluding grants (% of GDP)",..
New Zealand,NZL,Social contributions (% of revenue),..
New Zealand,NZL,Interest payments (% of revenue),..
Nicaragua,NIC,Exports of goods and services (current US$),8165537908
Nicaragua,NIC,Exports of goods and services (% of GDP),45.79863879
Nicaragua,NIC,GDP (current US$),17829215284
Nicaragua,NIC,GDP per capita (current US$),2530.291072
Nicaragua,NIC,Gross domestic savings (% of GDP),9.756078791
Nicaragua,NIC,Gross savings (% of GDP),30.22080678
Nicaragua,NIC,Imports of goods and services (% of GDP),59.06993496
Nicaragua,NIC,"Inflation, GDP deflator (annual %)",10.66791806
Nicaragua,NIC,Tax revenue (% of GDP),..
Nicaragua,NIC,"Unemployment, total (% of total labor force) (national estimate)",..
Nicaragua,NIC,"Life expectancy at birth, total (years)",..
Nicaragua,NIC,"Interest rate spread (lending rate minus deposit rate, %)",7.360972271
Nicaragua,NIC,Taxes on exports (% of tax revenue),..
Nicaragua,NIC,"Taxes on income, profits and capital gains (% of revenue)",..
Nicaragua,NIC,"Revenue, excluding grants (% of GDP)",..
Nicaragua,NIC,Social contributions (% of revenue),..
Nicaragua,NIC,Interest payments (% of revenue),..
Niger,NER,Exports of goods and services (current US$),1484412963
Niger,NER,Exports of goods and services (% of GDP),8.825720447
Niger,NER,GDP (current US$),16819170421
Niger,NER,GDP per capita (current US$),618.287229
Niger,NER,Gross domestic savings (% of GDP),28.48657126
Niger,NER,Gross savings (% of GDP),..
Niger,NER,Imports of goods and services (% of GDP),21.59478534
Niger,NER,"Inflation, GDP deflator (annual %)",3.387917923
Niger,NER,Tax revenue (% of GDP),..
Niger,NER,"Unemployment, total (% of total labor force) (national estimate)",..
Niger,NER,"Life expectancy at birth, total (years)",..
Niger,NER,"Interest rate spread (lending rate minus deposit rate, %)",..
Niger,NER,Taxes on exports (% of tax revenue),..
Niger,NER,"Taxes on income, profits and capital gains (% of revenue)",..
Niger,NER,"Revenue, excluding grants (% of GDP)",..
Niger,NER,Social contributions (% of revenue),..
Niger,NER,Interest payments (% of revenue),..
Nigeria,NGA,Exports of goods and services (current US$),..
Nigeria,NGA,Exports of goods and services (% of GDP),..
Nigeria,NGA,GDP (current US$),3.62815E+11
Nigeria,NGA,GDP per capita (current US$),1621.123515
Nigeria,NGA,Gross domestic savings (% of GDP),..
Nigeria,NGA,Gross savings (% of GDP),..
Nigeria,NGA,Imports of goods and services (% of GDP),..
Nigeria,NGA,"Inflation, GDP deflator (annual %)",12.62186923
Nigeria,NGA,Tax revenue (% of GDP),..
Nigeria,NGA,"Unemployment, total (% of total labor force) (national estimate)",..
Nigeria,NGA,"Life expectancy at birth, total (years)",..
Nigeria,NGA,"Interest rate spread (lending rate minus deposit rate, %)",6.17199405
Nigeria,NGA,Taxes on exports (% of tax revenue),..
Nigeria,NGA,"Taxes on income, profits and capital gains (% of revenue)",..
Nigeria,NGA,"Revenue, excluding grants (% of GDP)",..
Nigeria,NGA,Social contributions (% of revenue),..
Nigeria,NGA,Interest payments (% of revenue),..
North Macedonia,MKD,Exports of goods and services (current US$),10745270812
North Macedonia,MKD,Exports of goods and services (% of GDP),72.79383686
North Macedonia,MKD,GDP (current US$),14761237042
North Macedonia,MKD,GDP per capita (current US$),8146.467975
North Macedonia,MKD,Gross domestic savings (% of GDP),10.34354773
North Macedonia,MKD,Gross savings (% of GDP),24.54811848
North Macedonia,MKD,Imports of goods and services (% of GDP),86.30555632
North Macedonia,MKD,"Inflation, GDP deflator (annual %)",3.601019788
North Macedonia,MKD,Tax revenue (% of GDP),..
North Macedonia,MKD,"Unemployment, total (% of total labor force) (national estimate)",13.174
North Macedonia,MKD,"Life expectancy at birth, total (years)",..
North Macedonia,MKD,"Interest rate spread (lending rate minus deposit rate, %)",3.626884618
North Macedonia,MKD,Taxes on exports (% of tax revenue),..
North Macedonia,MKD,"Taxes on income, profits and capital gains (% of revenue)",..
North Macedonia,MKD,"Revenue, excluding grants (% of GDP)",..
North Macedonia,MKD,Social contributions (% of revenue),..
North Macedonia,MKD,Interest payments (% of revenue),..
Northern Mariana Islands,MNP,Exports of goods and services (current US$),..
Northern Mariana Islands,MNP,Exports of goods and services (% of GDP),..
Northern Mariana Islands,MNP,GDP (current US$),..
Northern Mariana Islands,MNP,GDP per capita (current US$),..
Northern Mariana Islands,MNP,Gross domestic savings (% of GDP),..
Northern Mariana Islands,MNP,Gross savings (% of GDP),..
Northern Mariana Islands,MNP,Imports of goods and services (% of GDP),..
Northern Mariana Islands,MNP,"Inflation, GDP deflator (annual %)",..
Northern Mariana Islands,MNP,Tax revenue (% of GDP),..
Northern Mariana Islands,MNP,"Unemployment, total (% of total labor force) (national estimate)",..
Northern Mariana Islands,MNP,"Life expectancy at birth, total (years)",..
Northern Mariana Islands,MNP,"Interest rate spread (lending rate minus deposit rate, %)",..
Northern Mariana Islands,MNP,Taxes on exports (% of tax revenue),..
Northern Mariana Islands,MNP,"Taxes on income, profits and capital gains (% of revenue)",..
Northern Mariana Islands,MNP,"Revenue, excluding grants (% of GDP)",..
Northern Mariana Islands,MNP,Social contributions (% of revenue),..
Northern Mariana Islands,MNP,Interest payments (% of revenue),..
Norway,NOR,Exports of goods and services (current US$),2.29058E+11
Norway,NOR,Exports of goods and services (% of GDP),47.17844247
Norway,NOR,GDP (current US$),4.85513E+11
Norway,NOR,GDP per capita (current US$),87961.78061
Norway,NOR,Gross domestic savings (% of GDP),40.55239606
Norway,NOR,Gross savings (% of GDP),43.2387624
Norway,NOR,Imports of goods and services (% of GDP),32.46929644
Norway,NOR,"Inflation, GDP deflator (annual %)",-10.61253046
Norway,NOR,Tax revenue (% of GDP),..
Norway,NOR,"Unemployment, total (% of total labor force) (national estimate)",3.573
Norway,NOR,"Life expectancy at birth, total (years)",..
Norway,NOR,"Interest rate spread (lending rate minus deposit rate, %)",2.914166667
Norway,NOR,Taxes on exports (% of tax revenue),..
Norway,NOR,"Taxes on income, profits and capital gains (% of revenue)",..
Norway,NOR,"Revenue, excluding grants (% of GDP)",..
Norway,NOR,Social contributions (% of revenue),..
Norway,NOR,Interest payments (% of revenue),..
Oman,OMN,Exports of goods and services (current US$),..
Oman,OMN,Exports of goods and services (% of GDP),..
Oman,OMN,GDP (current US$),1.08192E+11
Oman,OMN,GDP per capita (current US$),23295.32996
Oman,OMN,Gross domestic savings (% of GDP),..
Oman,OMN,Gross savings (% of GDP),..
Oman,OMN,Imports of goods and services (% of GDP),..
Oman,OMN,"Inflation, GDP deflator (annual %)",-6.857535161
Oman,OMN,Tax revenue (% of GDP),..
Oman,OMN,"Unemployment, total (% of total labor force) (national estimate)",..
Oman,OMN,"Life expectancy at birth, total (years)",..
Oman,OMN,"Interest rate spread (lending rate minus deposit rate, %)",..
Oman,OMN,Taxes on exports (% of tax revenue),..
Oman,OMN,"Taxes on income, profits and capital gains (% of revenue)",..
Oman,OMN,"Revenue, excluding grants (% of GDP)",..
Oman,OMN,Social contributions (% of revenue),..
Oman,OMN,Interest payments (% of revenue),..
Pakistan,PAK,Exports of goods and services (current US$),35146437874
Pakistan,PAK,Exports of goods and services (% of GDP),10.38703145
Pakistan,PAK,GDP (current US$),3.38368E+11
Pakistan,PAK,GDP per capita (current US$),1407.021351
Pakistan,PAK,Gross domestic savings (% of GDP),6.381777916
Pakistan,PAK,Gross savings (% of GDP),12.95479016
Pakistan,PAK,Imports of goods and services (% of GDP),17.71504531
Pakistan,PAK,"Inflation, GDP deflator (annual %)",26.16034021
Pakistan,PAK,Tax revenue (% of GDP),..
Pakistan,PAK,"Unemployment, total (% of total labor force) (national estimate)",..
Pakistan,PAK,"Life expectancy at birth, total (years)",..
Pakistan,PAK,"Interest rate spread (lending rate minus deposit rate, %)",..
Pakistan,PAK,Taxes on exports (% of tax revenue),..
Pakistan,PAK,"Taxes on income, profits and capital gains (% of revenue)",..
Pakistan,PAK,"Revenue, excluding grants (% of GDP)",..
Pakistan,PAK,Social contributions (% of revenue),..
Pakistan,PAK,Interest payments (% of revenue),..
Palau,PLW,Exports of goods and services (current US$),..
Palau,PLW,Exports of goods and services (% of GDP),..
Palau,PLW,GDP (current US$),263020733.7
Palau,PLW,GDP per capita (current US$),14565.33025
Palau,PLW,Gross domestic savings (% of GDP),..
Palau,PLW,Gross savings (% of GDP),..
Palau,PLW,Imports of goods and services (% of GDP),..
Palau,PLW,"Inflation, GDP deflator (annual %)",8.052047038
Palau,PLW,Tax revenue (% of GDP),..
Palau,PLW,"Unemployment, total (% of total labor force) (national estimate)",..
Palau,PLW,"Life expectancy at birth, total (years)",..
Palau,PLW,"Interest rate spread (lending rate minus deposit rate, %)",..
Palau,PLW,Taxes on exports (% of tax revenue),..
Palau,PLW,"Taxes on income, profits and capital gains (% of revenue)",..
Palau,PLW,"Revenue, excluding grants (% of GDP)",..
Palau,PLW,Social contributions (% of revenue),..
Palau,PLW,Interest payments (% of revenue),..
Panama,PAN,Exports of goods and services (current US$),..
Panama,PAN,Exports of goods and services (% of GDP),..
Panama,PAN,GDP (current US$),83382400000
Panama,PAN,GDP per capita (current US$),18661.76733
Panama,PAN,Gross domestic savings (% of GDP),..
Panama,PAN,Gross savings (% of GDP),..
Panama,PAN,Imports of goods and services (% of GDP),..
Panama,PAN,"Inflation, GDP deflator (annual %)",1.535415764
Panama,PAN,Tax revenue (% of GDP),..
Panama,PAN,"Unemployment, total (% of total labor force) (national estimate)",6.678
Panama,PAN,"Life expectancy at birth, total (years)",..
Panama,PAN,"Interest rate spread (lending rate minus deposit rate, %)",..
Panama,PAN,Taxes on exports (% of tax revenue),..
Panama,PAN,"Taxes on income, profits and capital gains (% of revenue)",..
Panama,PAN,"Revenue, excluding grants (% of GDP)",..
Panama,PAN,Social contributions (% of revenue),..
Panama,PAN,Interest payments (% of revenue),..
Papua New Guinea,PNG,Exports of goods and services (current US$),..
Papua New Guinea,PNG,Exports of goods and services (% of GDP),..
Papua New Guinea,PNG,GDP (current US$),30932496250
Papua New Guinea,PNG,GDP per capita (current US$),2994.453327
Papua New Guinea,PNG,Gross domestic savings (% of GDP),..
Papua New Guinea,PNG,Gross savings (% of GDP),..
Papua New Guinea,PNG,Imports of goods and services (% of GDP),..
Papua New Guinea,PNG,"Inflation, GDP deflator (annual %)",-2.515028679
Papua New Guinea,PNG,Tax revenue (% of GDP),..
Papua New Guinea,PNG,"Unemployment, total (% of total labor force) (national estimate)",..
Papua New Guinea,PNG,"Life expectancy at birth, total (years)",..
Papua New Guinea,PNG,"Interest rate spread (lending rate minus deposit rate, %)",8.003333333
Papua New Guinea,PNG,Taxes on exports (% of tax revenue),..
Papua New Guinea,PNG,"Taxes on income, profits and capital gains (% of revenue)",..
Papua New Guinea,PNG,"Revenue, excluding grants (% of GDP)",..
Papua New Guinea,PNG,Social contributions (% of revenue),..
Papua New Guinea,PNG,Interest payments (% of revenue),..
Paraguay,PRY,Exports of goods and services (current US$),18276881382
Paraguay,PRY,Exports of goods and services (% of GDP),42.54765167
Paraguay,PRY,GDP (current US$),42956263544
Paraguay,PRY,GDP per capita (current US$),6260.455191
Paraguay,PRY,Gross domestic savings (% of GDP),21.7148609
Paraguay,PRY,Gross savings (% of GDP),20.09712093
Paraguay,PRY,Imports of goods and services (% of GDP),40.44112421
Paraguay,PRY,"Inflation, GDP deflator (annual %)",2.06875531
Paraguay,PRY,Tax revenue (% of GDP),..
Paraguay,PRY,"Unemployment, total (% of total labor force) (national estimate)",5.794
Paraguay,PRY,"Life expectancy at birth, total (years)",..
Paraguay,PRY,"Interest rate spread (lending rate minus deposit rate, %)",..
Paraguay,PRY,Taxes on exports (% of tax revenue),..
Paraguay,PRY,"Taxes on income, profits and capital gains (% of revenue)",..
Paraguay,PRY,"Revenue, excluding grants (% of GDP)",..
Paraguay,PRY,Social contributions (% of revenue),..
Paraguay,PRY,Interest payments (% of revenue),..
Peru,PER,Exports of goods and services (current US$),72490014226
Peru,PER,Exports of goods and services (% of GDP),27.08861518
Peru,PER,GDP (current US$),2.67603E+11
Peru,PER,GDP per capita (current US$),7789.870975
Peru,PER,Gross domestic savings (% of GDP),22.0762382
Peru,PER,Gross savings (% of GDP),19.49482977
Peru,PER,Imports of goods and services (% of GDP),23.82089314
Peru,PER,"Inflation, GDP deflator (annual %)",6.566343631
Peru,PER,Tax revenue (% of GDP),..
Peru,PER,"Unemployment, total (% of total labor force) (national estimate)",4.899
Peru,PER,"Life expectancy at birth, total (years)",..
Peru,PER,"Interest rate spread (lending rate minus deposit rate, %)",..
Peru,PER,Taxes on exports (% of tax revenue),..
Peru,PER,"Taxes on income, profits and capital gains (% of revenue)",..
Peru,PER,"Revenue, excluding grants (% of GDP)",..
Peru,PER,Social contributions (% of revenue),..
Peru,PER,Interest payments (% of revenue),..
Philippines,PHL,Exports of goods and services (current US$),1.16516E+11
Philippines,PHL,Exports of goods and services (% of GDP),26.65369179
Philippines,PHL,GDP (current US$),4.37146E+11
Philippines,PHL,GDP per capita (current US$),3725.551205
Philippines,PHL,Gross domestic savings (% of GDP),9.231941433
Philippines,PHL,Gross savings (% of GDP),27.31602433
Philippines,PHL,Imports of goods and services (% of GDP),40.74292866
Philippines,PHL,"Inflation, GDP deflator (annual %)",4.596485062
Philippines,PHL,Tax revenue (% of GDP),..
Philippines,PHL,"Unemployment, total (% of total labor force) (national estimate)",..
Philippines,PHL,"Life expectancy at birth, total (years)",..
Philippines,PHL,"Interest rate spread (lending rate minus deposit rate, %)",..
Philippines,PHL,Taxes on exports (% of tax revenue),..
Philippines,PHL,"Taxes on income, profits and capital gains (% of revenue)",..
Philippines,PHL,"Revenue, excluding grants (% of GDP)",..
Philippines,PHL,Social contributions (% of revenue),..
Philippines,PHL,Interest payments (% of revenue),..
Poland,POL,Exports of goods and services (current US$),4.69006E+11
Poland,POL,Exports of goods and services (% of GDP),57.81424617
Poland,POL,GDP (current US$),8.11229E+11
Poland,POL,GDP per capita (current US$),22112.86157
Poland,POL,Gross domestic savings (% of GDP),24.14929371
Poland,POL,Gross savings (% of GDP),19.60710105
Poland,POL,Imports of goods and services (% of GDP),51.72369908
Poland,POL,"Inflation, GDP deflator (annual %)",10.72823571
Poland,POL,Tax revenue (% of GDP),..
Poland,POL,"Unemployment, total (% of total labor force) (national estimate)",2.743
Poland,POL,"Life expectancy at birth, total (years)",..
Poland,POL,"Interest rate spread (lending rate minus deposit rate, %)",..
Poland,POL,Taxes on exports (% of tax revenue),..
Poland,POL,"Taxes on income, profits and capital gains (% of revenue)",..
Poland,POL,"Revenue, excluding grants (% of GDP)",..
Poland,POL,Social contributions (% of revenue),..
Poland,POL,Interest payments (% of revenue),..
Portugal,PRT,Exports of goods and services (current US$),1.36195E+11
Portugal,PRT,Exports of goods and services (% of GDP),47.44143467
Portugal,PRT,GDP (current US$),2.8708E+11
Portugal,PRT,GDP per capita (current US$),27275.11155
Portugal,PRT,Gross domestic savings (% of GDP),20.42165346
Portugal,PRT,Gross savings (% of GDP),20.51783715
Portugal,PRT,Imports of goods and services (% of GDP),46.60908348
Portugal,PRT,"Inflation, GDP deflator (annual %)",7.13507631
Portugal,PRT,Tax revenue (% of GDP),..
Portugal,PRT,"Unemployment, total (% of total labor force) (national estimate)",6.509
Portugal,PRT,"Life expectancy at birth, total (years)",..
Portugal,PRT,"Interest rate spread (lending rate minus deposit rate, %)",..
Portugal,PRT,Taxes on exports (% of tax revenue),..
Portugal,PRT,"Taxes on income, profits and capital gains (% of revenue)",..
Portugal,PRT,"Revenue, excluding grants (% of GDP)",..
Portugal,PRT,Social contributions (% of revenue),..
Portugal,PRT,Interest payments (% of revenue),..
Puerto Rico,PRI,Exports of goods and services (current US$),63579200000
Puerto Rico,PRI,Exports of goods and services (% of GDP),53.92532631
Puerto Rico,PRI,GDP (current US$),1.17902E+11
Puerto Rico,PRI,GDP per capita (current US$),36779.05949
Puerto Rico,PRI,Gross domestic savings (% of GDP),12.92468425
Puerto Rico,PRI,Gross savings (% of GDP),..
Puerto Rico,PRI,Imports of goods and services (% of GDP),47.80161201
Puerto Rico,PRI,"Inflation, GDP deflator (annual %)",3.235459438
Puerto Rico,PRI,Tax revenue (% of GDP),..
Puerto Rico,PRI,"Unemployment, total (% of total labor force) (national estimate)",..
Puerto Rico,PRI,"Life expectancy at birth, total (years)",..
Puerto Rico,PRI,"Interest rate spread (lending rate minus deposit rate, %)",..
Puerto Rico,PRI,Taxes on exports (% of tax revenue),..
Puerto Rico,PRI,"Taxes on income, profits and capital gains (% of revenue)",..
Puerto Rico,PRI,"Revenue, excluding grants (% of GDP)",..
Puerto Rico,PRI,Social contributions (% of revenue),..
Puerto Rico,PRI,Interest payments (% of revenue),..
Qatar,QAT,Exports of goods and services (current US$),..
Qatar,QAT,Exports of goods and services (% of GDP),..
Qatar,QAT,GDP (current US$),..
Qatar,QAT,GDP per capita (current US$),..
Qatar,QAT,Gross domestic savings (% of GDP),..
Qatar,QAT,Gross savings (% of GDP),..
Qatar,QAT,Imports of goods and services (% of GDP),..
Qatar,QAT,"Inflation, GDP deflator (annual %)",..
Qatar,QAT,Tax revenue (% of GDP),..
Qatar,QAT,"Unemployment, total (% of total labor force) (national estimate)",..
Qatar,QAT,"Life expectancy at birth, total (years)",..
Qatar,QAT,"Interest rate spread (lending rate minus deposit rate, %)",1.441083333
Qatar,QAT,Taxes on exports (% of tax revenue),..
Qatar,QAT,"Taxes on income, profits and capital gains (% of revenue)",..
Qatar,QAT,"Revenue, excluding grants (% of GDP)",..
Qatar,QAT,Social contributions (% of revenue),..
Qatar,QAT,Interest payments (% of revenue),..
Romania,ROU,Exports of goods and services (current US$),1.37336E+11
Romania,ROU,Exports of goods and services (% of GDP),39.12691096
Romania,ROU,GDP (current US$),3.51003E+11
Romania,ROU,GDP per capita (current US$),18419.41871
Romania,ROU,Gross domestic savings (% of GDP),20.87279258
Romania,ROU,Gross savings (% of GDP),18.67805333
Romania,ROU,Imports of goods and services (% of GDP),43.90948605
Romania,ROU,"Inflation, GDP deflator (annual %)",12.16513001
Romania,ROU,Tax revenue (% of GDP),..
Romania,ROU,"Unemployment, total (% of total labor force) (national estimate)",5.592
Romania,ROU,"Life expectancy at birth, total (years)",..
Romania,ROU,"Interest rate spread (lending rate minus deposit rate, %)",2.884243718
Romania,ROU,Taxes on exports (% of tax revenue),..
Romania,ROU,"Taxes on income, profits and capital gains (% of revenue)",..
Romania,ROU,"Revenue, excluding grants (% of GDP)",..
Romania,ROU,Social contributions (% of revenue),..
Romania,ROU,Interest payments (% of revenue),..
Russian Federation,RUS,Exports of goods and services (current US$),4.66605E+11
Russian Federation,RUS,Exports of goods and services (% of GDP),23.083003
Russian Federation,RUS,GDP (current US$),2.02142E+12
Russian Federation,RUS,GDP per capita (current US$),13817.0459
Russian Federation,RUS,Gross domestic savings (% of GDP),31.72427967
Russian Federation,RUS,Gross savings (% of GDP),29.92867114
Russian Federation,RUS,Imports of goods and services (% of GDP),18.74552218
Russian Federation,RUS,"Inflation, GDP deflator (annual %)",7.073601566
Russian Federation,RUS,Tax revenue (% of GDP),..
Russian Federation,RUS,"Unemployment, total (% of total labor force) (national estimate)",3.076
Russian Federation,RUS,"Life expectancy at birth, total (years)",..
Russian Federation,RUS,"Interest rate spread (lending rate minus deposit rate, %)",4.054166667
Russian Federation,RUS,Taxes on exports (% of tax revenue),..
Russian Federation,RUS,"Taxes on income, profits and capital gains (% of revenue)",..
Russian Federation,RUS,"Revenue, excluding grants (% of GDP)",..
Russian Federation,RUS,Social contributions (% of revenue),..
Russian Federation,RUS,Interest payments (% of revenue),..
Rwanda,RWA,Exports of goods and services (current US$),3583751986
Rwanda,RWA,Exports of goods and services (% of GDP),25.42070363
Rwanda,RWA,GDP (current US$),14097768648
Rwanda,RWA,GDP per capita (current US$),1000.218923
Rwanda,RWA,Gross domestic savings (% of GDP),8.143265315
Rwanda,RWA,Gross savings (% of GDP),12.52681829
Rwanda,RWA,Imports of goods and services (% of GDP),40.56333788
Rwanda,RWA,"Inflation, GDP deflator (annual %)",10.13012712
Rwanda,RWA,Tax revenue (% of GDP),..
Rwanda,RWA,"Unemployment, total (% of total labor force) (national estimate)",12.352
Rwanda,RWA,"Life expectancy at birth, total (years)",..
Rwanda,RWA,"Interest rate spread (lending rate minus deposit rate, %)",6.406594586
Rwanda,RWA,Taxes on exports (% of tax revenue),..
Rwanda,RWA,"Taxes on income, profits and capital gains (% of revenue)",..
Rwanda,RWA,"Revenue, excluding grants (% of GDP)",..
Rwanda,RWA,Social contributions (% of revenue),..
Rwanda,RWA,Interest payments (% of revenue),..
Samoa,WSM,Exports of goods and services (current US$),269794411.1
Samoa,WSM,Exports of goods and services (% of GDP),28.88280848
Samoa,WSM,GDP (current US$),934100336.3
Samoa,WSM,GDP per capita (current US$),4139.029587
Samoa,WSM,Gross domestic savings (% of GDP),-4.414498766
Samoa,WSM,Gross savings (% of GDP),23.04725201
Samoa,WSM,Imports of goods and services (% of GDP),62.17466986
Samoa,WSM,"Inflation, GDP deflator (annual %)",8.830519286
Samoa,WSM,Tax revenue (% of GDP),..
Samoa,WSM,"Unemployment, total (% of total labor force) (national estimate)",..
Samoa,WSM,"Life expectancy at birth, total (years)",..
Samoa,WSM,"Interest rate spread (lending rate minus deposit rate, %)",6.527587637
Samoa,WSM,Taxes on exports (% of tax revenue),..
Samoa,WSM,"Taxes on income, profits and capital gains (% of revenue)",..
Samoa,WSM,"Revenue, excluding grants (% of GDP)",..
Samoa,WSM,Social contributions (% of revenue),..
Samoa,WSM,Interest payments (% of revenue),..
San Marino,SMR,Exports of goods and services (current US$),..
San Marino,SMR,Exports of goods and services (% of GDP),..
San Marino,SMR,GDP (current US$),..
San Marino,SMR,GDP per capita (current US$),..
San Marino,SMR,Gross domestic savings (% of GDP),..
San Marino,SMR,Gross savings (% of GDP),..
San Marino,SMR,Imports of goods and services (% of GDP),..
San Marino,SMR,"Inflation, GDP deflator (annual %)",..
San Marino,SMR,Tax revenue (% of GDP),..
San Marino,SMR,"Unemployment, total (% of total labor force) (national estimate)",..
San Marino,SMR,"Life expectancy at birth, total (years)",..
San Marino,SMR,"Interest rate spread (lending rate minus deposit rate, %)",3.633491667
San Marino,SMR,Taxes on exports (% of tax revenue),..
San Marino,SMR,"Taxes on income, profits and capital gains (% of revenue)",..
San Marino,SMR,"Revenue, excluding grants (% of GDP)",..
San Marino,SMR,Social contributions (% of revenue),..
San Marino,SMR,Interest payments (% of revenue),..
Sao Tome and Principe,STP,Exports of goods and services (current US$),..
Sao Tome and Principe,STP,Exports of goods and services (% of GDP),..
Sao Tome and Principe,STP,GDP (current US$),603240749
Sao Tome and Principe,STP,GDP per capita (current US$),2601.790547
Sao Tome and Principe,STP,Gross domestic savings (% of GDP),..
Sao Tome and Principe,STP,Gross savings (% of GDP),..
Sao Tome and Principe,STP,Imports of goods and services (% of GDP),..
Sao Tome and Principe,STP,"Inflation, GDP deflator (annual %)",8.656562564
Sao Tome and Principe,STP,Tax revenue (% of GDP),..
Sao Tome and Principe,STP,"Unemployment, total (% of total labor force) (national estimate)",..
Sao Tome and Principe,STP,"Life expectancy at birth, total (years)",..
Sao Tome and Principe,STP,"Interest rate spread (lending rate minus deposit rate, %)",15.5236142
Sao Tome and Principe,STP,Taxes on exports (% of tax revenue),..
Sao Tome and Principe,STP,"Taxes on income, profits and capital gains (% of revenue)",..
Sao Tome and Principe,STP,"Revenue, excluding grants (% of GDP)",..
Sao Tome and Principe,STP,Social contributions (% of revenue),..
Sao Tome and Principe,STP,Interest payments (% of revenue),..
Saudi Arabia,SAU,Exports of goods and services (current US$),3.70977E+11
Saudi Arabia,SAU,Exports of goods and services (% of GDP),34.74920044
Saudi Arabia,SAU,GDP (current US$),1.06758E+12
Saudi Arabia,SAU,GDP per capita (current US$),28894.96335
Saudi Arabia,SAU,Gross domestic savings (% of GDP),36.71351309
Saudi Arabia,SAU,Gross savings (% of GDP),32.46664586
Saudi Arabia,SAU,Imports of goods and services (% of GDP),27.37780746
Saudi Arabia,SAU,"Inflation, GDP deflator (annual %)",-2.964886675
Saudi Arabia,SAU,Tax revenue (% of GDP),..
Saudi Arabia,SAU,"Unemployment, total (% of total labor force) (national estimate)",4.008
Saudi Arabia,SAU,"Life expectancy at birth, total (years)",..
Saudi Arabia,SAU,"Interest rate spread (lending rate minus deposit rate, %)",..
Saudi Arabia,SAU,Taxes on exports (% of tax revenue),..
Saudi Arabia,SAU,"Taxes on income, profits and capital gains (% of revenue)",..
Saudi Arabia,SAU,"Revenue, excluding grants (% of GDP)",..
Saudi Arabia,SAU,Social contributions (% of revenue),..
Saudi Arabia,SAU,Interest payments (% of revenue),..
Senegal,SEN,Exports of goods and services (current US$),7927604366
Senegal,SEN,Exports of goods and services (% of GDP),25.56138465
Senegal,SEN,GDP (current US$),31013986429
Senegal,SEN,GDP per capita (current US$),1745.972068
Senegal,SEN,Gross domestic savings (% of GDP),29.36679313
Senegal,SEN,Gross savings (% of GDP),..
Senegal,SEN,Imports of goods and services (% of GDP),43.87640304
Senegal,SEN,"Inflation, GDP deflator (annual %)",5.299619896
Senegal,SEN,Tax revenue (% of GDP),..
Senegal,SEN,"Unemployment, total (% of total labor force) (national estimate)",..
Senegal,SEN,"Life expectancy at birth, total (years)",..
Senegal,SEN,"Interest rate spread (lending rate minus deposit rate, %)",..
Senegal,SEN,Taxes on exports (% of tax revenue),..
Senegal,SEN,"Taxes on income, profits and capital gains (% of revenue)",..
Senegal,SEN,"Revenue, excluding grants (% of GDP)",..
Senegal,SEN,Social contributions (% of revenue),..
Senegal,SEN,Interest payments (% of revenue),..
Serbia,SRB,Exports of goods and services (current US$),45024561752
Serbia,SRB,Exports of goods and services (% of GDP),59.88333973
Serbia,SRB,GDP (current US$),75187125427
Serbia,SRB,GDP per capita (current US$),11360.95951
Serbia,SRB,Gross domestic savings (% of GDP),16.86978378
Serbia,SRB,Gross savings (% of GDP),19.42590314
Serbia,SRB,Imports of goods and services (% of GDP),64.38742898
Serbia,SRB,"Inflation, GDP deflator (annual %)",12.00273587
Serbia,SRB,Tax revenue (% of GDP),..
Serbia,SRB,"Unemployment, total (% of total labor force) (national estimate)",8.268
Serbia,SRB,"Life expectancy at birth, total (years)",..
Serbia,SRB,"Interest rate spread (lending rate minus deposit rate, %)",..
Serbia,SRB,Taxes on exports (% of tax revenue),..
Serbia,SRB,"Taxes on income, profits and capital gains (% of revenue)",..
Serbia,SRB,"Revenue, excluding grants (% of GDP)",..
Serbia,SRB,Social contributions (% of revenue),..
Serbia,SRB,Interest payments (% of revenue),..
Seychelles,SYC,Exports of goods and services (current US$),1840535504
Seychelles,SYC,Exports of goods and services (% of GDP),85.94808925
Seychelles,SYC,GDP (current US$),2141450171
Seychelles,SYC,GDP per capita (current US$),17879.23965
Seychelles,SYC,Gross domestic savings (% of GDP),4.853605104
Seychelles,SYC,Gross savings (% of GDP),3.160355921
Seychelles,SYC,Imports of goods and services (% of GDP),97.1188057
Seychelles,SYC,"Inflation, GDP deflator (annual %)",-0.932509493
Seychelles,SYC,Tax revenue (% of GDP),..
Seychelles,SYC,"Unemployment, total (% of total labor force) (national estimate)",2.934
Seychelles,SYC,"Life expectancy at birth, total (years)",..
Seychelles,SYC,"Interest rate spread (lending rate minus deposit rate, %)",7.626502383
Seychelles,SYC,Taxes on exports (% of tax revenue),..
Seychelles,SYC,"Taxes on income, profits and capital gains (% of revenue)",..
Seychelles,SYC,"Revenue, excluding grants (% of GDP)",..
Seychelles,SYC,Social contributions (% of revenue),..
Seychelles,SYC,Interest payments (% of revenue),..
Sierra Leone,SLE,Exports of goods and services (current US$),1541853676
Sierra Leone,SLE,Exports of goods and services (% of GDP),40.47038242
